image_name,image_path,mask_path,height,width,total_pixels,positive_pixels,positive_ratio
1140,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1140.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1140.png,2511,2339,5873229,1809499,0.30809270334938416
1154,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1154.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1154.png,2947,2804,8263388,2163160,0.26177640454496387
1632,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1632.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1632.png,4020,4892,19665840,5640857,0.28683529409371783
1168,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1168.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1168.png,2967,2983,8850561,2040524,0.2305530688958587
1381,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1381.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1381.png,2711,2248,6094328,2097173,0.34411882655479
1395,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1395.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1395.png,2988,2619,7825572,2956604,0.3778131489940927
1342,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1342.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1342.png,2896,2599,7526704,2249180,0.2988266842963401
1424,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1424.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1424.png,2489,2609,6493801,1767345,0.2721587865103966
1430,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1430.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1430.png,2947,3000,8841000,1844671,0.2086495871507748
1356,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1356.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1356.png,2841,2350,6676350,2531991,0.3792477925812757
1418,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1418.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1418.png,2992,2986,8934112,2273087,0.2544278603178469
1593,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1593.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1593.png,4892,4020,19665840,5153523,0.2620545575475037
1587,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1587.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1587.png,4020,4892,19665840,5228116,0.2658475813898618
1236,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1236.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1236.png,2925,3000,8775000,2651693,0.30218723646723644
1550,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1550.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1550.png,2945,2814,8287230,1864497,0.22498434338132284
1544,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1544.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1544.png,2939,3000,8817000,1650496,0.18719473743903822
1222,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1222.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1222.png,2988,3001,8966988,1550764,0.1729414603878136
1578,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1578.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1578.png,4892,4020,19665840,3535210,0.179763996859529
1034,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1034.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1034.png,2622,2276,5967672,1279537,0.21441141537269476
1020,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1020.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1020.png,2793,2387,6666891,2616049,0.39239414593698924
1008,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1008.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1008.png,2947,2990,8811530,1985296,0.22530661530971352
1009,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1009.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1009.png,2620,2435,6379700,1562478,0.24491402417041552
1021,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1021.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1021.png,2944,2995,8817280,1474122,0.16718557196777237
1035,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1035.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1035.png,2944,2994,8814336,1917173,0.2175062307586187
1579,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1579.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1579.png,4892,4020,19665840,4584824,0.23313644370136236
1545,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1545.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1545.png,1468,1285,1886380,540693,0.28662994730648117
1223,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1223.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1223.png,2203,2260,4978780,1987941,0.3992827560165342
1237,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1237.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1237.png,2525,2234,5640850,1868007,0.33115700647951996
1551,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1551.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1551.png,2970,3001,8912970,2836470,0.31824072110643253
1586,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1586.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1586.png,4892,4020,19665840,5395742,0.2743712956070018
1592,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1592.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1592.png,4892,4020,19665840,5374680,0.2733003014363994
1419,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1419.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1419.png,2943,2993,8808399,1604581,0.18216488603661118
1431,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1431.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1431.png,2939,3000,8817000,2463643,0.279419643869797
1357,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1357.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1357.png,2334,2401,5603934,1838712,0.3281109306426521
1343,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1343.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1343.png,1887,1872,3532464,348964,0.0987877017288782
1425,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1425.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1425.png,2731,2733,7463823,2030943,0.27210492531776276
1394,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1394.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1394.png,2465,2235,5509275,1464148,0.2657605583311779
1380,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1380.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1380.png,2955,3000,8865000,1639776,0.18497191201353638
1169,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1169.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1169.png,2924,2397,7008828,2237866,0.31929246943996914
1155,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1155.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1155.png,2688,2581,6937728,1723599,0.24843853780373057
1633,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1633.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1633.png,4892,4020,19665840,5452488,0.2772568067267912
1627,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1627.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1627.png,4892,4020,19665840,5344807,0.2717812714839539
1141,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1141.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1141.png,2989,2996,8955044,2129225,0.23776823430459973
1196,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1196.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1196.png,2959,2983,8826697,1648330,0.18674369359229165
1182,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1182.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1182.png,2406,2631,6330186,1501875,0.2372560616702258
1683,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1683.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1683.png,4020,4892,19665840,4006305,0.20371898683198886
1697,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1697.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1697.png,4892,4020,19665840,4430620,0.2252952327487664
1668,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1668.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1668.png,4892,4020,19665840,5403812,0.2747816518389248
1640,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1640.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1640.png,4892,4020,19665840,3253716,0.16545014095507743
1126,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1126.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1126.png,2945,3000,8835000,1993893,0.2256811544991511
1132,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1132.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1132.png,2947,3000,8841000,1589233,0.17975715416808052
1654,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1654.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1654.png,4020,4892,19665840,4807238,0.24444610553121554
1481,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1481.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1481.png,2751,2521,6935271,1789862,0.25808104686896877
1495,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1495.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1495.png,2951,2831,8354281,1937205,0.231881714297137
1318,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1318.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1318.png,2931,2985,8749035,1492627,0.17060475812475318
1324,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1324.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1324.png,2960,2776,8216960,2505038,0.3048618953968378
1442,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1442.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1442.png,2999,3000,8997000,2222156,0.2469885517394687
1456,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1456.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1456.png,2947,3000,8841000,1439933,0.16286992421671756
1330,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1330.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1330.png,2957,3000,8871000,2328687,0.2625055799797092
1293,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1293.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1293.png,2937,3000,8811000,2034974,0.23095834752014527
1287,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1287.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1287.png,2933,2734,8018822,2547968,0.3177484174109364
1278,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1278.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1278.png,2943,3000,8829000,2238492,0.2535385660890248
1250,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1250.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1250.png,2449,2403,5884947,2139880,0.36361924754802377
1536,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1536.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1536.png,2949,3000,8847000,2560968,0.2894730417090539
1522,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1522.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1522.png,2690,2441,6566290,2129963,0.32437845419559597
1244,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1244.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1244.png,2202,1964,4324728,750973,0.17364629636823403
1091,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1091.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1091.png,2942,3001,8828942,2440029,0.2763670890577829
1085,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1085.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1085.png,2698,2427,6548046,2182700,0.3333360822449934
1052,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1052.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1052.png,2989,2991,8940099,1627249,0.18201688817987363
1046,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1046.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1046.png,2733,2384,6515472,1753045,0.26905878806631356
1047,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1047.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1047.png,2989,3001,8969989,2129708,0.2374259321834174
1053,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1053.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1053.png,2963,3001,8891963,2629927,0.2957645010443701
1084,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1084.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1084.png,2344,2324,5447456,2109334,0.38721450893775
1090,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1090.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1090.png,2955,2994,8847270,2497697,0.2823127360191336
1523,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1523.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1523.png,2978,2988,8898264,1808284,0.20321761638000402
1245,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1245.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1245.png,2786,2529,7045794,1939334,0.2752470480970633
1251,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1251.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1251.png,2988,2659,7945092,1912419,0.2407044499925237
1537,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1537.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1537.png,2933,3000,8799000,1549389,0.17608694169792022
1279,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1279.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1279.png,2977,2450,7293650,2416857,0.3313645431299829
1286,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1286.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1286.png,1761,1671,2942631,599636,0.20377546488159745
1292,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1292.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1292.png,2990,2903,8679970,2533994,0.2919358016214342
1457,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1457.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1457.png,2955,2744,8108520,2447172,0.3018025484305397
1331,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1331.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1331.png,2883,2735,7885005,2587195,0.32811583505654085
1325,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1325.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1325.png,2550,2336,5956800,1749259,0.2936575006715015
1443,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1443.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1443.png,2639,2709,7149051,1495886,0.20924259737411302
1319,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1319.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1319.png,2945,3000,8835000,2014629,0.2280281833616299
1494,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1494.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1494.png,2926,2460,7197960,2070958,0.28771457468504963
1480,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1480.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1480.png,2953,2693,7952429,1447823,0.18206047485617288
1133,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1133.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1133.png,2417,2618,6327706,1640463,0.25925082486449275
1655,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1655.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1655.png,4892,4020,19665840,5203696,0.2646058342791358
1641,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1641.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1641.png,4020,4892,19665840,7026448,0.35729203532623066
1127,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1127.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1127.png,2987,2980,8901260,2227356,0.2502292933809371
1669,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1669.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1669.png,4892,4020,19665840,5189607,0.26388941433470425
1696,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1696.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1696.png,4892,4020,19665840,4682876,0.238122348193619
1682,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1682.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1682.png,4892,4020,19665840,4762382,0.2421651960963783
1694,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1694.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1694.png,4892,4020,19665840,5251492,0.2670362415233725
1680,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1680.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1680.png,4892,4020,19665840,6436514,0.3272941303295461
1119,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1119.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1119.png,2080,2119,4407520,1357884,0.3080834573637783
1657,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1657.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1657.png,4892,4020,19665840,4998285,0.25416076811364274
1131,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1131.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1131.png,2904,2715,7884360,2127464,0.2698334424100371
1125,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1125.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1125.png,2937,3000,8811000,1880613,0.21343922369765067
1643,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1643.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1643.png,4892,4020,19665840,4468336,0.22721307607506214
1496,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1496.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1496.png,2283,2272,5186976,1810097,0.348969611581006
1482,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1482.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1482.png,2941,2975,8749475,2613964,0.2987566682572383
1469,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1469.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1469.png,2599,2400,6237600,2043024,0.32753366679492113
1333,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1333.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1333.png,2617,2486,6505862,1973415,0.30332875182412417
1455,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1455.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1455.png,2931,2511,7359741,1655929,0.22499827099893868
1441,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1441.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1441.png,2965,3000,8895000,2099920,0.2360786958965711
1327,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1327.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1327.png,2992,2646,7916832,1822269,0.23017654031309492
1284,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1284.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1284.png,2823,2610,7368030,2153710,0.2923047273151711
1290,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1290.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1290.png,2366,2461,5822726,2310024,0.39672551997122996
1509,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1509.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1509.png,2283,2057,4696131,1909150,0.4065367852813305
1247,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1247.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1247.png,2968,2587,7678216,2507786,0.32661050431506483
1521,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1521.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1521.png,2931,2594,7603014,2712288,0.3567385250112653
1535,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1535.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1535.png,2691,2545,6848595,1898053,0.2771448742406289
1253,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1253.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1253.png,2954,2788,8235752,2155340,0.2617053063278253
1086,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1086.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1086.png,2955,2689,7945995,1943481,0.24458623495232504
1092,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1092.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1092.png,2977,2738,8151026,2586149,0.31727895359430824
1079,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1079.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1079.png,2556,2434,6221304,2004716,0.32223405253946763
1045,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1045.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1045.png,2941,3000,8823000,2230367,0.252790094072311
1051,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1051.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1051.png,1772,1615,2861780,635114,0.22192970808378001
1050,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1050.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1050.png,2658,2377,6318066,1668668,0.2641105680124266
1044,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1044.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1044.png,2562,2464,6312768,2534204,0.4014410160487444
1078,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1078.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1078.png,2990,2990,8940100,2218477,0.24814901399313208
1093,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1093.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1093.png,2788,2537,7073156,1608148,0.22735932870701564
1087,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1087.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1087.png,2143,1767,3786681,577693,0.15255919365798176
1534,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1534.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1534.png,2416,2533,6119728,1779210,0.2907335097246152
1252,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1252.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1252.png,2991,2991,8946081,2096444,0.23434216613956435
1246,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1246.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1246.png,2289,2400,5493600,1060698,0.19307885539536915
1520,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1520.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1520.png,2975,3000,8925000,1879935,0.21063697478991597
1508,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1508.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1508.png,2452,2384,5845568,1380328,0.23613239979416883
1291,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1291.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1291.png,2382,2478,5902596,1677860,0.28425797733742914
1285,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1285.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1285.png,2989,2996,8955044,2438697,0.2723266351343444
1440,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1440.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1440.png,2951,3000,8853000,1918601,0.21671760984976843
1326,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1326.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1326.png,2947,3000,8841000,2580937,0.29192817554575273
1332,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1332.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1332.png,2929,2987,8748923,1396311,0.1595980442392738
1454,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1454.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1454.png,2994,2987,8943078,1879760,0.21019161411764495
1468,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1468.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1468.png,2947,3000,8841000,1371781,0.1551612939712702
1483,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1483.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1483.png,2868,2491,7144188,2564192,0.35892000602447754
1497,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1497.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1497.png,2639,2749,7254611,2538996,0.3499837551593049
1124,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1124.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1124.png,2944,2739,8063616,2132159,0.2644172291934537
1642,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1642.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1642.png,4892,4020,19665840,3617996,0.18397363143399925
1656,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1656.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1656.png,4892,4020,19665840,4331876,0.22027414033674636
1130,/Users/t/Documents/DISSERTATION/Chest-X-Ray/image/1130.png,/Users/t/Documents/DISSERTATION/Chest-X-Ray/mask/1130.png,2940,2980,8761200,2125237,0.24257373419166325
